,target
144064,0
882056,0
879101,0
298470,0
561783,0
1142569,0
910220,0
193704,0
436413,0
456853,0
118883,0
745187,0
439327,0
1087776,0
1151502,0
358818,0
384235,0
1073543,0
48734,0
425112,0
942827,0
180578,0
154206,0
266851,0
784764,0
625734,0
898820,0
1042133,0
1173573,0
1114931,0
668360,0
244217,0
443243,0
530745,0
414523,0
294212,0
875925,0
692456,0
136667,0
1268508,0
1295687,0
1050037,0
1277055,0
449881,0
1290311,0
603196,0
1267138,0
521367,1
1028944,0
731113,0
32538,0
463869,0
1082164,0
360633,1
1213266,0
255481,0
175042,0
887171,0
1204905,0
83789,0
1169718,0
342910,0
1091914,0
485463,0
1209520,0
154140,0
199883,0
465340,0
757753,0
991196,0
749327,0
311155,0
976739,0
241519,0
855753,0
639139,0
544637,0
53083,0
304415,0
101220,0
203752,1
267514,0
152331,1
1029061,0
418994,0
1255318,0
627786,0
1267260,0
1237451,0
140072,0
434203,0
536968,0
813392,0
1293661,0
1089574,0
528097,0
1111916,0
531395,0
1084400,1
779142,0
159104,0
1176408,0
761088,0
229917,0
827600,0
452277,0
1154222,0
819831,0
384879,0
836406,0
494237,0
955373,0
779927,0
5331,0
634428,0
1132925,0
1098700,1
801105,0
792340,1
885953,0
1148231,0
426777,0
275002,0
323290,0
879163,0
471741,0
1029837,0
950574,0
377648,0
296909,0
218403,0
504832,0
826193,1
954446,0
800543,0
4428,0
220832,0
213266,0
478978,0
640435,0
17982,0
787885,0
1256032,0
1249344,1
777078,0
523134,0
1059647,1
394537,0
345579,0
608344,0
899237,0
162754,0
321939,0
650452,0
7406,0
131428,0
1111126,0
1083213,1
508078,0
403913,0
1175016,0
1215248,0
878683,0
46183,0
816636,0
1239366,0
348958,0
902406,0
743472,0
623513,0
737818,0
164569,0
1253492,0
916403,0
1066444,0
757502,0
927089,0
167729,0
967366,0
968107,0
332964,0
903392,0
97786,0
81450,0
1272564,0
1044811,0
343642,0
496224,0
572687,0
1110004,0
890336,0
229169,0
909183,1
1268286,1
1024681,0
614224,0
97218,0
672294,0
956044,0
97686,0
709535,0
152713,0
282926,0
205215,0
137840,0
410026,0
896443,0
347618,0
525952,0
148474,0
977714,0
228872,0
494910,0
558970,0
1172274,0
243091,0
886126,0
981263,0
1251286,0
1026448,0
367074,0
20062,0
804296,0
422453,1
115601,0
71385,0
878738,0
924425,0
524943,0
835095,0
1002338,1
1069238,0
607716,0
308262,0
420115,0
119508,0
670397,0
572532,0
141126,0
635143,0
607168,0
910359,0
161853,0
861846,0
349896,0
870283,0
189922,0
1114580,0
686555,0
124845,0
481979,0
215391,0
511053,0
543547,0
187092,0
636696,0
702952,0
623784,0
932866,0
1151915,0
205992,0
707434,0
1084942,0
1180483,0
1033919,0
582768,0
620709,0
766172,0
200814,1
348312,0
210956,0
562138,0
489812,0
747688,0
311180,0
871882,1
432691,1
1048638,0
708717,0
279265,0
934750,0
1037200,0
556323,0
380850,0
248417,0
751031,0
378857,0
244823,0
83241,0
157727,0
124863,0
492581,0
684072,0
127295,0
1147752,0
21272,0
1008689,0
1023345,0
1010522,0
383344,0
35475,0
187850,0
435117,0
284238,0
801402,0
129265,0
264184,0
787318,0
348149,0
659685,1
1052471,0
1175588,0
516056,1
628084,0
62470,0
270240,0
1116711,0
1192316,0
28118,0
858530,0
309897,0
908708,0
738900,0
354006,0
152852,0
564602,0
849099,0
65731,0
1003703,0
989789,0
273608,0
938259,0
773768,0
36513,0
1172438,0
362379,0
1094274,0
52298,0
657002,0
1138227,0
49914,0
1065654,0
1270861,0
886915,0
251120,0
197577,0
1052263,0
881497,0
1230491,0
615195,0
895910,0
193049,0
142906,0
567404,0
143346,1
1238771,0
276592,0
659503,0
723226,0
553660,0
882427,0
1109019,0
45070,0
845860,0
111022,0
480763,0
210913,0
710425,0
1263109,0
47322,0
632886,0
497212,0
938852,0
1065245,0
300366,0
725352,0
216748,0
637143,1
1020612,0
765351,0
277046,0
1196412,0
950807,0
643847,0
856564,0
876478,1
427142,0
1180695,0
146330,0
862496,0
543097,0
232836,0
997159,0
531439,0
256999,0
185608,0
451425,0
206174,0
1240,0
354034,0
130525,0
346905,0
966315,0
1052894,0
165234,0
858168,0
450656,0
556652,0
903322,0
96601,1
656730,0
1099826,0
245742,0
1072656,0
125367,0
205173,0
925999,0
144097,0
1011935,0
943857,0
457835,0
410213,0
294216,0
64537,0
420613,0
104539,0
239332,0
1001569,0
498416,0
1124227,0
488095,0
289002,0
853893,0
795916,0
531718,0
60710,0
171854,0
1122645,0
726838,0
455903,0
981140,0
278831,0
99000,0
373189,0
302139,0
290056,0
613488,0
27425,0
371691,0
955746,1
1151223,0
584768,0
99015,0
370914,0
53900,0
312656,0
197231,1
566537,0
519587,0
541872,0
712826,0
457868,0
246482,0
193890,0
477831,0
471169,0
284715,0
573171,0
1270570,0
315124,0
958644,0
1108532,0
297518,0
52312,0
632687,0
114101,0
887470,0
1276590,0
1181230,0
1278243,0
1246267,0
514742,0
588635,0
934517,0
744310,0
459283,0
777224,0
404347,0
833816,1
253676,0
704381,0
2079,0
1122740,0
379559,0
1094257,0
19023,0
729676,0
704201,0
1138321,1
793471,0
1247562,0
782439,0
1110666,0
581218,0
1039222,0
32462,0
137409,1
720430,1
1013075,0
208228,0
311087,0
795472,0
401300,0
1215843,0
435390,0
1025575,0
1154027,0
464192,0
1128930,0
97263,0
889941,0
494405,0
359383,0
256687,0
42603,0
751870,0
264718,0
325030,1
13101,0
1279723,0
1259527,0
607994,0
33868,0
766436,1
998151,0
85023,0
778535,0
178287,0
113404,0
330733,0
1228376,0
502526,0
579673,0
66052,0
306592,0
985332,0
211428,0
355651,0
1303630,0
691052,0
315292,0
657941,0
405128,0
1249474,0
1255928,0
1231764,0
260627,0
393431,0
322650,0
268645,0
428586,0
114582,0
280367,0
1107581,0
254750,1
1112923,0
581687,0
185439,0
509001,0
622040,0
191004,0
230672,1
269479,0
743533,0
70753,0
727335,0
858712,0
74933,0
599054,0
671748,0
362646,0
268042,0
745642,0
18233,0
988145,0
753061,0
472143,0
3774,0
301591,0
157223,0
1241573,0
55771,0
1128450,0
40296,0
576891,0
197552,0
519473,0
967098,0
1190556,0
215028,0
962992,0
1242432,0
364818,0
468587,0
255703,0
235456,0
675062,0
76360,0
159478,0
1039124,0
1074241,0
426848,0
1089004,0
257721,0
1081332,0
359663,0
595400,0
695453,0
1182431,0
636312,0
297313,0
877760,1
468106,0
1138740,1
664462,0
1013639,0
842161,0
622342,0
698719,0
849135,0
163332,0
869367,0
461145,0
655480,0
1127216,0
1285093,0
409328,0
124999,0
516332,0
951368,0
303017,0
143693,0
855516,0
920511,0
353900,0
791184,0
1124786,0
1264386,0
1014736,0
1019449,0
455968,0
104686,0
805817,1
804571,0
745084,0
867479,0
1066718,0
1150909,0
1036508,1
668787,0
609653,0
176569,0
799477,0
390949,0
158820,0
453353,0
1111006,0
442375,0
208923,0
1304971,0
1072668,0
943489,0
1130906,0
1165923,0
90871,0
766199,0
501364,0
207330,0
133784,0
597523,0
379542,0
1157212,0
99383,0
790133,0
895379,0
940304,0
822616,0
865795,0
685550,0
1261180,0
460916,0
324715,0
1261691,0
874375,0
885141,0
1078367,0
20768,0
1259434,0
578011,0
284066,0
422636,0
1061178,0
915722,0
581316,0
1210725,1
1216736,0
39837,0
1302874,0
228707,0
748876,0
248965,0
47384,1
899641,0
778620,0
467954,0
426309,0
980306,0
1144865,0
561068,0
1031086,0
1115185,0
460442,0
598273,0
244727,0
632808,0
191486,0
580192,0
442977,0
13825,0
21627,0
444134,0
1195150,0
1082889,0
874628,0
101603,0
880507,0
810484,0
432811,0
513400,0
690741,0
1049839,0
903990,1
474448,0
106823,0
1049459,0
14800,0
1243347,0
294140,0
580017,0
120909,0
1278397,0
1153994,0
541538,0
1262433,0
547381,0
238696,0
778574,0
806345,0
898725,0
557984,0
140007,0
904265,0
639193,0
1200142,0
885653,0
468340,0
114200,0
1185652,0
1082842,0
394153,0
984142,0
473498,0
1147302,0
286796,0
729093,0
54225,0
786046,0
842293,0
1304622,0
100947,0
787911,0
350788,0
626780,0
777308,1
1195480,0
1291117,0
145542,0
1136205,0
1243528,0
1218281,0
1220668,0
434594,0
673472,0
912298,0
425568,0
31260,0
874492,0
350744,0
1210010,0
1167696,0
721783,0
899461,0
799211,0
1138927,0
1078991,1
456038,0
1261325,0
485767,0
89997,0
791667,0
965296,0
951348,0
181684,0
666990,0
362793,0
433524,0
1104346,0
1219853,0
285123,0
976380,0
1257743,0
1185564,0
203209,0
682640,0
68152,0
812580,0
504766,0
806151,0
446830,0
925108,0
342589,0
300654,0
916693,0
592844,0
974298,0
498993,0
1181859,0
1107569,0
241435,0
571653,0
402784,0
1159457,0
1156207,1
111401,0
586803,0
241449,0
20667,0
275084,0
277816,0
1055916,0
259003,0
259556,0
837633,0
115934,0
32565,0
119650,0
720605,0
1170507,0
1080140,0
1200640,0
1046909,0
1154820,0
261393,0
751718,0
926427,0
88698,0
97956,0
1085055,0
1211170,0
1085363,0
359933,0
321871,0
944826,0
1078824,1
147370,1
108759,0
165927,0
370352,0
1108284,0
1061277,0
518376,0
1251075,0
77109,0
569905,0
646856,0
809160,0
1248396,0
162935,0
610700,0
681871,0
78424,1
111759,0
854621,0
126014,1
1095750,0
920858,0
964905,0
1032428,0
29439,0
9636,0
662836,0
207904,0
757707,0
566966,1
515243,0
1257371,0
276521,0
215810,0
958702,0
390131,0
12906,1
209715,0
363234,0
483866,0
1040666,0
40465,0
643079,0
599712,0
558309,0
487999,1
1290191,0
829066,0
1106952,0
481846,0
1135355,0
1200458,0
776402,0
676623,0
651618,0
296972,0
1158998,0
636716,0
138228,1
935285,0
175079,0
296836,1
894782,0
211335,0
1241212,0
699905,0
1015907,0
1038633,0
919025,0
1202679,0
1201379,0
1188101,0
1120372,0
1122288,0
953169,0
906324,0
741954,0
187555,0
1221140,0
216595,0
191833,0
370159,0
369308,0
1002862,0
916497,1
1063199,0
670656,0
1045698,0
601624,1
256079,0
1023274,0
261573,0
100557,0
780190,0
588855,0
189600,0
383241,0
357124,0
960168,0
1289974,0
521846,0
1063338,0
410196,1
1223110,1
948556,0
996605,0
843748,0
144810,0
999799,0
264609,0
337517,0
1007358,0
134637,0
263936,0
1112297,0
18399,0
1610,0
652824,0
421859,0
446389,0
130934,0
1144127,0
732245,0
888956,0
503801,1
119008,0
692550,1
1156215,0
1248986,0
645364,0
1217119,0
72771,0
1208859,0
866358,0
1080022,0
781462,0
686192,0
1036865,0
147772,0
1090105,0
378688,0
695108,0
142538,0
154853,0
142046,0
1084557,0
345913,0
716583,0
1229520,0
489282,0
500215,0
377022,0
621815,0
1059047,0
1150812,0
357818,0
251948,0
1138010,0
995402,0
17218,0
883906,0
1020098,0
299034,0
86758,0
119335,0
3338,0
1177897,0
1305918,0
1025313,0
521822,0
1246396,0
616367,0
964479,0
1161986,0
1087580,0
593149,0
861270,0
152025,0
340981,0
118703,0
63780,0
948789,0
1152679,0
1105644,0
1136295,0
861807,0
358706,0
917678,0
1017514,1
982580,0
64557,0
1274713,0
819927,0
966796,0
265599,0
204173,0
163633,0
1298330,0
933899,0
1085835,0
580014,0
120665,0
572657,0
985018,0
966475,0
112978,1
286695,0
647530,0
310910,0
22374,0
721310,0
930264,1
757976,0
9674,0
291972,0
222739,0
694852,0
334649,0
868741,0
619158,0
1105784,0
105376,0
1274655,0
302539,0
690572,0
423428,0
1290271,0
688079,0
306386,0
519554,0
853083,0
899463,0
410908,0
1087975,0
429681,0
602975,1
1218724,0
641225,0
1085131,0
756072,0
957546,0
348846,0
199344,0
1306021,0
274992,1
868229,0
1211940,0
1067245,0
1191890,0
807113,0
885089,0
565329,0
1108587,0
188483,0
790473,0
764242,0
468798,0
185379,0
41667,0
388810,0
571029,0
463395,1
380017,0
655814,0
1129660,0
918361,0
137839,0
59016,1
643081,0
941697,0
993276,0
62688,0
953117,0
1035167,1
231033,0
687762,0
475155,0
348667,0
331590,0
696933,0
423313,0
11074,0
969329,0
598951,0
793315,0
781452,0
296092,0
1015056,0
760684,0
880163,0
483636,0
19653,0
104440,0
195398,0
515858,0
284386,0
1000494,0
594981,0
886532,0
531094,0
1176754,0
1063122,1
210499,0
550080,0
63557,0
109764,0
1203833,0
251454,0
621130,0
304122,0
320487,0
610079,0
1105765,0
240490,0
1139648,0
928001,0
845762,0
166207,0
901855,0
1101124,0
46577,0
1297317,0
634443,0
2297,0
854020,0
348235,1
1085471,0
1296914,0
436332,1
31143,0
932465,0
143260,0
1215095,0
684113,0
1149473,0
397739,0
38449,0
72756,0
189964,0
909805,0
813477,0
221178,0
1129743,0
425847,0
612644,0
546890,1
414140,0
291139,0
353166,0
678833,0
153172,0
913322,1
161243,0
1221647,0
441029,0
1268616,0
710056,0
151672,0
1274968,0
678871,0
25965,0
183361,0
169818,0
208992,1
400688,0
567897,0
1165057,0
403682,0
331570,0
770994,0
843516,0
698175,0
65232,0
532535,0
1025414,0
1042143,0
51355,0
880742,0
563512,0
465842,0
1247675,0
572602,0
475573,0
741357,0
644077,0
300023,0
684533,0
35750,0
219314,0
466229,0
1166781,0
835303,0
1298761,0
294940,0
1109321,0
449282,0
20424,0
400114,0
163897,0
236609,0
378393,0
1025409,0
1154036,0
511781,0
443134,0
1203748,0
929114,0
778138,0
1208402,0
390439,0
164243,0
754507,0
595558,0
232258,0
651067,0
789616,0
783008,0
1134798,0
926824,0
304110,0
892126,0
922699,0
725807,0
1126078,0
1216937,0
1194960,1
892052,0
691696,0
1128188,0
1007430,0
507601,0
497438,0
1098872,0
1301127,0
439877,0
1159853,0
205679,1
287912,0
529694,0
146365,0
1233260,0
1082869,0
208452,0
166125,1
823651,1
33007,0
1186697,0
1034414,1
176301,1
375670,0
838973,0
179270,0
447165,0
1233139,0
680426,0
298514,0
921644,0
847311,0
235121,0
1126015,0
1283746,0
759716,0
170782,0
1081191,0
595387,0
34924,0
120459,0
923182,0
1252871,0
528588,0
280894,0
959120,0
1299242,0
490107,0
182745,0
23889,0
816740,0
1146829,0
940976,0
87460,0
699681,0
487655,0
884654,0
994042,0
1251735,0
1240443,0
680239,0
658492,1
638507,0
321186,0
140964,0
807741,0
169525,0
945403,0
1009579,0
504897,0
930914,0
1035488,0
1209450,0
320812,0
1301602,0
521835,0
168483,0
156940,0
681585,0
1276204,1
777402,1
212170,0
615778,0
702023,0
631784,0
1200537,0
1007325,0
90403,0
95888,0
523901,0
200544,0
671171,0
825660,0
1100167,0
180354,0
1219967,0
885780,0
792284,0
207382,0
963658,0
767411,0
1051891,0
889904,0
315030,0
328983,0
258488,0
108206,0
641185,0
521680,0
451716,0
453028,0
549837,0
1287479,0
1231355,0
722770,0
878089,0
27921,0
947072,0
901092,0
250159,0
197346,0
674020,0
85507,0
495872,0
94376,0
1023745,0
1205589,0
521082,0
635019,0
915835,0
79723,0
1060492,0
1233717,0
35523,0
27073,0
1005271,0
1049658,0
39024,0
1035508,1
1084353,0
1254426,0
395382,0
894744,0
559904,0
1039738,0
218086,0
312574,1
961692,0
19498,0
1211512,0
214157,0
435256,0
752440,0
214430,0
1076759,0
828045,0
174052,0
525962,0
186534,0
932643,0
834271,0
114408,0
45251,0
45033,1
1273089,0
1291237,0
636698,0
316594,0
770234,0
912792,0
865431,0
197191,0
360306,0
1177125,0
55598,0
752350,1
307669,0
173832,0
780352,1
50667,0
570023,0
662190,1
1141127,0
1071480,0
840595,1
86130,0
575640,0
219615,0
133617,0
416601,0
1005682,0
813,0
1215222,1
630081,0
792679,0
201068,0
841050,0
372822,0
127842,0
1210082,0
1071852,0
92407,0
707812,0
653803,0
250849,0
1159772,0
1146066,0
1036591,0
489852,0
965701,0
404816,0
339696,0
1283985,0
426805,0
923517,0
730096,0
401627,0
694984,0
293196,0
458190,0
743614,0
308356,0
741894,0
411137,0
518726,0
329323,0
784219,0
284339,0
1229861,0
97407,0
752553,0
609229,0
1184580,0
853098,1
1059068,0
40012,0
30880,0
1268103,1
413251,0
140202,0
928586,0
276236,0
512738,0
868077,0
603044,0
1141435,0
344420,0
410469,0
730724,0
243709,0
1266476,1
918609,0
450085,0
1064338,0
733837,0
760547,0
1232188,1
547235,0
1008799,0
54393,0
11863,0
8755,0
889108,0
102067,0
157282,0
1067502,0
1195082,0
240781,0
1248709,0
668905,0
616359,0
2234,0
194079,0
1046418,0
265316,0
233128,0
586836,0
927894,0
820618,0
164593,0
454848,0
543930,0
771539,0
11507,0
373819,0
432699,0
623310,0
1144466,0
241896,1
1071068,1
403600,0
1237698,0
217392,0
909821,0
299460,0
886049,0
402592,0
867367,0
979041,0
910420,0
336428,0
1268289,0
1242160,0
254769,0
427968,0
528242,1
924919,0
856179,0
747754,0
948439,0
441265,0
1103410,0
1259382,0
539980,0
1166651,0
538188,0
656377,0
811313,0
764492,0
1060990,0
269469,0
202825,0
1066262,0
634542,0
84357,0
799375,0
1030357,0
302465,0
641983,0
53230,0
1023313,0
311056,0
344936,0
66479,0
776852,0
351597,0
1182997,1
1070143,0
234119,0
525258,0
188979,0
1130529,0
500266,0
795230,0
547881,0
1092194,0
412126,0
126343,0
945327,0
1035259,0
898226,0
176729,1
561684,0
588419,0
498817,0
160355,0
296288,0
1034247,0
711559,0
488732,0
373063,0
32176,0
617683,0
1054537,0
856496,0
697051,0
700414,0
796755,1
626333,0
793796,0
1184601,0
384862,0
422598,0
1047134,1
953381,0
617600,0
1953,0
1200138,0
269839,0
7565,0
1161907,0
724381,0
385124,0
748405,0
1205928,0
557836,0
496169,0
325097,0
394924,0
531628,0
1185516,0
540083,0
1260502,0
929299,0
1247047,0
107394,0
43657,0
917991,0
1101747,0
73681,0
636870,0
365941,0
1093287,0
1217827,1
713395,0
356503,0
1118490,0
515122,0
1158754,0
979444,0
893481,0
1023674,0
225833,0
927275,0
414587,0
625099,0
629133,0
99605,0
672014,0
229459,0
433967,1
595045,0
1113470,0
532655,0
151823,0
71174,0
118463,0
804618,0
101088,0
736630,0
1031238,0
372837,0
40824,0
1243636,0
802869,0
1215280,1
891059,0
131150,1
1213949,0
744936,0
554753,0
258669,0
222851,0
708503,0
461466,1
676223,0
1138056,0
552544,0
683946,0
695722,0
407889,0
855499,0
66601,0
1202025,0
419725,0
1184363,1
46624,0
1064939,0
1303183,0
551262,0
522750,0
166757,0
160079,0
901713,0
365247,0
740087,0
338210,0
903152,0
968778,0
958267,0
250396,0
1290697,0
1234870,0
185782,0
1138666,0
1018623,0
30402,0
1119580,0
703982,0
1068838,0
1213081,0
299834,0
1205319,0
653912,0
957224,0
1235788,0
1030756,0
739449,0
1048091,0
1255247,0
1266298,0
415385,0
51824,0
1155245,0
494094,0
553620,0
628688,0
433808,0
209737,1
684606,0
180047,0
533045,0
1148350,0
696616,0
734559,0
1062415,0
882360,0
369626,0
162531,0
81294,0
1244795,0
465836,0
635180,0
9176,0
857317,0
931661,0
162621,0
1076632,0
1091818,0
504533,0
66536,0
940752,0
955578,0
1233514,0
32252,0
225144,0
684192,0
880552,0
130522,0
653194,0
346908,0
43046,1
165876,0
457137,1
478620,0
339830,0
570134,0
1134693,1
1045571,0
124228,0
440504,0
634520,0
356927,0
321085,0
481903,0
339493,0
219094,0
889642,0
53093,0
226099,1
402892,1
468693,0
466292,0
1273709,0
148553,0
766900,0
72560,0
784404,0
1261981,0
1276811,0
1030834,0
229895,0
966070,0
1177174,1
924834,0
1023062,0
1152210,0
1205840,0
96285,0
375818,0
437076,0
1002966,0
604162,0
409336,0
1131257,0
130056,0
128480,0
621545,0
811985,0
961077,0
788215,0
253068,0
674563,0
631936,0
1098228,0
223763,0
811592,0
791896,0
263652,0
674332,0
1021112,0
1257856,0
588715,0
1245541,0
251946,0
854869,0
79641,0
1068434,1
1207208,0
449785,0
804945,0
1150362,0
153753,0
722735,1
1175387,0
721233,0
971885,0
829974,0
1156719,1
145700,0
414125,1
875641,0
471859,0
228821,0
761194,0
1103696,0
488696,0
945694,0
1053180,0
253769,0
558967,0
318645,0
89463,0
518097,0
731079,0
849894,0
395823,0
1040780,0
1023084,0
1031765,0
1221966,0
1254425,0
696910,0
643586,0
636979,0
693572,0
1241222,0
61186,0
990540,0
987340,0
1101633,0
605517,0
941919,0
340224,0
529959,0
58724,0
649521,0
1139788,0
944020,0
1094315,0
1237768,0
139784,0
161141,0
83843,0
674328,0
106853,0
50229,0
919583,0
18658,0
659474,1
262856,0
1033205,0
1030478,0
1078165,0
62395,0
22395,0
1076044,0
762977,0
242550,0
637356,0
1176288,0
997352,0
892894,0
210177,0
1254719,0
587507,0
49996,1
695174,0
718245,0
441121,0
1129451,0
492910,0
613524,0
244793,0
293262,0
285412,0
708692,0
394291,0
449040,0
1002839,0
394215,0
749209,0
527605,0
143907,0
297069,0
1166724,0
1099277,0
1216015,0
237291,0
69121,0
234146,0
466754,0
716657,0
904409,0
690868,0
885367,0
242197,0
64250,0
68181,0
1037930,0
129190,0
713780,0
1022649,0
270234,0
1064717,0
880804,0
846951,1
562986,1
963119,0
275434,1
1160910,1
250776,0
45113,1
63121,0
460299,0
1116455,0
124529,0
130928,0
1275057,0
607219,1
434676,0
505180,0
756979,1
975157,0
1066861,0
224297,0
272602,0
638807,0
533907,0
496304,0
245808,0
1077509,0
533577,0
1132528,0
955259,1
1040447,0
319718,0
884451,0
339053,0
774894,0
884494,0
290585,0
1042189,0
413067,0
950188,0
126503,1
1080658,1
972725,0
101608,0
987189,0
615092,0
234085,0
157709,0
1020539,0
182740,0
284918,0
56431,0
425515,1
267404,0
225074,1
708549,0
1244128,0
922735,0
636206,0
944953,0
220310,0
433274,0
1002359,0
1278492,0
733852,0
936960,0
382865,0
983878,0
800727,0
429397,0
392273,0
1081405,0
145474,0
181981,0
1211528,0
122727,0
440432,0
1136992,0
788805,0
592373,0
477802,0
136747,0
638084,0
573925,0
619254,0
29108,0
237421,0
217785,0
50775,0
618072,0
1000988,0
1211945,0
507609,0
91303,0
226612,0
61904,0
1177642,0
988445,0
467476,0
513020,0
177065,0
1111702,0
1103341,0
261466,0
900823,1
270152,0
91739,1
485784,0
970365,0
628406,0
442486,0
118380,0
122636,1
939464,0
210935,0
1165332,0
207136,0
463209,0
1083905,0
772497,0
525572,0
1274526,0
874967,0
994457,0
594910,0
334175,0
763156,0
882001,0
1165711,1
400962,0
306768,1
1206148,0
430595,0
441481,1
1124782,0
1220285,0
1032289,0
588426,0
519646,0
497904,0
1005169,0
1206471,0
966610,0
701749,0
615632,0
119007,0
1124751,0
667539,1
130437,0
1300141,0
315091,0
709395,0
633251,0
69614,1
365014,0
1198969,0
250426,0
1136694,0
53812,0
871088,0
428361,0
629910,0
857220,0
692132,0
257783,0
1228268,0
899117,0
52932,0
733115,0
889468,0
115077,0
434354,0
821630,1
1264882,0
233193,0
29882,0
996229,0
1250030,0
139472,0
699377,0
224354,0
750593,0
374630,0
691348,0
36778,0
36108,0
358998,0
473156,0
738340,0
798644,0
533190,0
504641,0
919275,0
515434,0
969342,0
1167030,0
408286,0
245284,0
421956,0
788505,0
1273952,0
830354,0
338894,0
191033,0
61698,0
362187,0
1014481,0
731858,0
643531,0
480946,0
581081,0
74295,0
268797,0
27802,0
114072,0
207824,0
1300466,0
1026596,1
776853,0
433701,0
159423,0
235956,0
1095578,0
1209176,1
1207828,1
122660,0
1013521,0
461180,1
1136362,0
730079,0
985984,0
1149055,0
837859,0
1019828,0
608090,0
868197,0
533251,0
1221535,0
1184382,1
848241,0
236401,0
65401,0
457449,0
1121474,0
481786,0
340757,0
1202313,0
959089,0
854470,0
579687,0
668502,0
12766,0
228727,0
1216967,0
323627,0
751122,0
560376,0
932388,0
920160,1
31432,0
655057,0
1268214,0
301267,0
502840,0
594819,0
415749,0
939414,0
752788,0
847585,0
1256516,0
146423,0
752162,0
63254,0
470839,0
1172012,0
200040,0
1270141,0
1156609,0
1090289,0
297381,0
1175173,0
935951,0
298240,0
1078754,0
565084,0
197285,0
446204,0
493349,0
279625,0
285390,0
548584,0
1060028,0
752267,0
987353,0
895238,0
576610,0
518974,0
188906,1
150117,0
1071837,0
668934,0
646143,0
863070,0
1296844,0
639443,0
814906,0
850534,0
17605,0
193435,0
1290448,0
327579,0
1194545,0
424792,0
542343,0
929170,0
1195888,0
1246279,0
32612,0
1106817,0
1172177,0
629351,0
585113,0
256332,0
154356,0
585543,0
1062610,0
725573,0
1278852,0
1221192,0
541747,0
701867,0
1281171,0
187961,0
105846,1
382570,0
951942,0
139937,0
515895,0
310867,0
540197,0
41775,0
136544,1
75409,0
1147982,0
372618,0
243868,0
49360,0
734773,0
598006,0
609546,0
92483,0
708003,0
1291128,0
91298,0
1167434,0
798337,0
296184,0
900782,0
675228,0
1208592,0
945557,0
132181,0
1187578,1
1141108,0
612466,0
317387,0
669565,0
1111404,0
531501,0
710973,1
452160,0
44165,0
169061,0
1020815,0
799745,0
334252,0
880233,0
504583,0
42472,0
454063,0
662118,0
111496,0
984439,0
500205,0
1271086,0
323963,0
856123,0
1226866,0
311194,0
212881,0
164632,0
635189,0
480758,0
407711,0
1216482,0
233487,0
527165,0
558111,0
1193056,0
308933,0
836725,0
395114,0
694887,0
1123258,0
435527,0
1057742,0
709347,1
883954,0
109112,0
683724,0
683826,0
978084,0
761561,1
1162777,0
617112,0
768250,0
293486,0
746436,0
1173207,0
815576,0
741801,0
322370,0
167945,0
316047,0
1286217,0
1136277,0
1054548,0
418478,0
107500,0
976370,0
914796,0
56214,0
446030,1
1287235,0
45414,0
227294,0
811185,0
566030,0
665809,0
37378,1
1014756,0
1018378,0
490176,0
1241362,0
336269,0
1038526,0
1170890,0
994164,0
495414,0
547434,0
1174191,1
982212,0
681189,1
654547,0
731271,0
1062772,0
436634,0
508101,0
825096,0
52976,0
595398,0
861261,0
128161,0
1287679,0
56945,0
443901,0
26596,0
1268238,0
1146342,0
1118635,0
1136352,0
698932,0
363639,0
1015184,1
434604,0
133174,0
617377,0
1081787,0
191281,0
1123251,0
1235442,0
149878,0
724213,0
88688,0
1035361,0
409110,0
858118,0
882152,0
1268361,0
1159090,1
1124427,0
128459,0
543172,0
408102,0
1086810,0
600775,0
612414,0
670691,0
11759,0
834174,0
866283,0
587190,0
1089744,0
12598,0
891929,0
941072,0
243708,0
1131121,0
645134,0
920618,0
972117,0
744015,0
1230976,0
75367,0
267840,0
692196,0
184218,0
1074584,0
1255962,0
959948,0
861349,0
795248,0
1143696,0
524400,0
591346,0
1219831,0
940412,0
756027,0
1008985,0
556429,0
320699,0
332908,0
268355,0
120619,0
455328,0
577441,0
1046822,0
503566,0
950007,0
419639,0
1143997,0
305068,0
946381,0
836216,0
876413,0
478303,0
853999,0
262808,0
853804,0
345461,0
494402,0
1057549,0
231323,0
2377,0
538293,0
1060297,0
1177635,0
63952,0
767051,0
49927,0
533610,0
385001,0
352015,0
725685,0
1040449,0
211479,0
212470,0
742237,0
333741,0
602760,0
468110,0
165263,0
601048,0
58253,0
642518,0
413532,0
403924,0
1113945,0
279583,1
25089,0
444194,0
342156,0
14567,0
583923,0
554332,0
745780,0
1091074,0
416561,1
1081538,0
527679,0
885530,0
688352,0
1090446,0
301039,0
1137936,0
1148523,0
1074841,0
842111,0
1224320,0
963927,1
183980,0
1298270,0
638941,0
637396,0
1075041,0
891573,0
374975,0
1171671,0
28624,1
1070691,0
532430,0
1239760,0
1034200,0
850456,0
514686,0
1237964,0
1147005,0
150925,0
1054053,0
188729,0
763755,0
232207,0
812780,0
428188,0
722868,0
1212353,0
636468,0
962821,0
285305,1
238697,0
1202338,0
1122489,0
768809,0
759877,0
233188,0
705457,1
102242,0
784345,0
544189,0
640942,0
212438,0
754640,0
326189,0
293731,0
168817,0
888886,0
384221,0
730097,0
159602,0
119101,1
740128,0
458771,1
827522,0
900980,0
608342,0
204216,1
328448,0
152816,0
